"Station Name","BELLEVILLE"
"Province","ONTARIO"
"Latitude","44.15"
"Longitude","-77.39"
"Elevation","76.20"
"Climate Identifier","6150689"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1890-09","1890","09","","","","","","","","","","","111.0","","0.0","","111.0","","","",,"",,""
"1890-10","1890","10","","","","","","","","","","","","M","","M","","M","","",,"",,""
"1890-11","1890","11","","","","","","","","","","","","M","","M","","M","","",,"",,""
"1890-12","1890","12","","","","","","","","","","","","M","","M","","M","","",,"",,""
"1891-01","1891","01","","","","","","","","","","","","","","","","","","",,"",,""
"1891-02","1891","02","","","","","","","","","","","","","","","","","","",,"",,""
"1891-03","1891","03","","","","","","","","","","","","","","","","","","",,"",,""
"1891-04","1891","04","","","","","","","","","","","","","","","","","","",,"",,""
"1891-05","1891","05","","","","","","","","","","","","","","","","","","",,"",,""
"1891-06","1891","06","","","","","","","","","","","","","","","","","","",,"",,""
"1891-07","1891","07","","","","","","","","","","","","","","","","","","",,"",,""
"1891-08","1891","08","","","","","","","","","","","","","","","","","","",,"",,""
"1891-09","1891","09","","","","","","","","","","","","","","","","","","",,"",,""
"1891-10","1891","10","","","","","","","","","","","","","","","","","","",,"",,""
"1891-11","1891","11","","","","","","","","","","","","","","","","","","",,"",,""
"1891-12","1891","12","","","","","","","","","","","","","","","","","","",,"",,""
"1892-01","1892","01","","","","","","","","","","","16.5","","25.4","","41.9","","","",,"",,""
"1892-02","1892","02","","","","","","","","","","","0.0","T","73.7","","73.7","","","",,"",,""
"1892-03","1892","03","","","","","","","","","","","19.1","","10.2","","29.2","","","",,"",,""
"1892-04","1892","04","","","","","","","","","","","22.4","","0.0","T","22.4","","","",,"",,""
"1892-05","1892","05","","","","","","","","","","","80.5","","0.0","","80.5","","","",,"",,""
"1892-06","1892","06","","","","","","","","","","","118.9","","0.0","","118.9","","","",,"",,""
"1892-07","1892","07","","","","","","","","","","","72.9","","0.0","","72.9","","","",,"",,""
"1892-08","1892","08","","","","","","","","","","","141.5","","0.0","","141.5","","","",,"",,""
"1892-09","1892","09","","","","","","","","","","","86.1","","0.0","","86.1","","","",,"",,""
"1892-10","1892","10","","","","","","","","","","","39.1","","0.0","","39.1","","","",,"",,""
"1892-11","1892","11","","","","","","","","","","","73.7","","20.3","","94.0","","","",,"",,""
"1892-12","1892","12","","","","","","","","","","","23.4","","7.6","","31.0","","","",,"",,""
"1893-01","1893","01","","","","","","","","","","","","","","","","","","",,"",,""
"1893-02","1893","02","","","","","","","","","","","","","","","","","","",,"",,""
"1893-03","1893","03","","","","","","","","","","","","","","","","","","",,"",,""
"1893-04","1893","04","","","","","","","","","","","","","","","","","","",,"",,""
"1893-05","1893","05","","","","","","","","","","","","","","","","","","",,"",,""
"1893-06","1893","06","","","","","","","","","","","","","","","","","","",,"",,""
"1893-07","1893","07","","","","","","","","","","","","","","","","","","",,"",,""
"1893-08","1893","08","","","","","","","","","","","","","","","","","","",,"",,""
"1893-09","1893","09","","","","","","","","","","","","","","","","","","",,"",,""
"1893-10","1893","10","","","","","","","","","","","","","","","","","","",,"",,""
"1893-11","1893","11","","","","","","","","","","","","","","","","","","",,"",,""
"1893-12","1893","12","","","","","","","","","","","","","","","","","","",,"",,""
"1894-01","1894","01","","","","","","","","","","","","","","","","","","",,"",,""
"1894-02","1894","02","","","","","","","","","","","","","","","","","","",,"",,""
"1894-03","1894","03","","","","","","","","","","","","","","","","","","",,"",,""
"1894-04","1894","04","","","","","","","","","","","","","","","","","","",,"",,""
"1894-05","1894","05","","","","","","","","","","","","","","","","","","",,"",,""
"1894-06","1894","06","","","","","","","","","","","","","","","","","","",,"",,""
"1894-07","1894","07","","","","","","","","","","","","","","","","","","",,"",,""
"1894-08","1894","08","","","","","","","","","","","","","","","","","","",,"",,""
"1894-09","1894","09","","","","","","","","","","","","","","","","","","",,"",,""
"1894-10","1894","10","","","","","","","","","","","","","","","","","","",,"",,""
"1894-11","1894","11","","","","","","","","","","","","","","","","","","",,"",,""
"1894-12","1894","12","","","","","","","","","","","","","","","","","","",,"",,""
"1895-01","1895","01","","","","","","","","","","","","","","","","","","",,"",,""
"1895-02","1895","02","","","","","","","","","","","","","","","","","","",,"",,""
"1895-03","1895","03","","","","","","","","","","","","","","","","","","",,"",,""
"1895-04","1895","04","","","","","","","","","","","","","","","","","","",,"",,""
"1895-05","1895","05","","","","","","","","","","","","","","","","","","",,"",,""
"1895-06","1895","06","","","","","","","","","","","","","","","","","","",,"",,""
"1895-07","1895","07","","","","","","","","","","","","","","","","","","",,"",,""
"1895-08","1895","08","","","","","","","","","","","","","","","","","","",,"",,""
"1895-09","1895","09","","","","","","","","","","","","","","","","","","",,"",,""
"1895-10","1895","10","","","","","","","","","","","","","","","","","","",,"",,""
"1895-11","1895","11","","","","","","","","","","","","","","","","","","",,"",,""
"1895-12","1895","12","","","","","","","","","","","","","","","","","","",,"",,""
"1896-01","1896","01","","","","","","","","","","","","","","","","","","",,"",,""
"1896-02","1896","02","","","","","","","","","","","","","","","","","","",,"",,""
"1896-03","1896","03","","","","","","","","","","","","","","","","","","",,"",,""
"1896-04","1896","04","","","","","","","","","","","","","","","","","","",,"",,""
"1896-05","1896","05","","","","","","","","","","","","","","","","","","",,"",,""
"1896-06","1896","06","","","","","","","","","","","","","","","","","","",,"",,""
"1896-07","1896","07","","","","","","","","","","","","","","","","","","",,"",,""
"1896-08","1896","08","","","","","","","","","","","","","","","","","","",,"",,""
"1896-09","1896","09","","","","","","","","","","","","","","","","","","",,"",,""
"1896-10","1896","10","","","","","","","","","","","","","","","","","","",,"",,""
"1896-11","1896","11","","","","","","","","","","","","","","","","","","",,"",,""
"1896-12","1896","12","","","","","","","","","","","","","","","","","","",,"",,""
"1897-01","1897","01","","","","","","","","","","","","","","","","","","",,"",,""
"1897-02","1897","02","","","","","","","","","","","","","","","","","","",,"",,""
"1897-03","1897","03","","","","","","","","","","","","","","","","","","",,"",,""
"1897-04","1897","04","","","","","","","","","","","","","","","","","","",,"",,""
"1897-05","1897","05","","","","","","","","","","","","","","","","","","",,"",,""
"1897-06","1897","06","","","","","","","","","","","","","","","","","","",,"",,""
"1897-07","1897","07","","","","","","","","","","","","","","","","","","",,"",,""
"1897-08","1897","08","","","","","","","","","","","","","","","","","","",,"",,""
"1897-09","1897","09","","","","","","","","","","","","","","","","","","",,"",,""
"1897-10","1897","10","","","","","","","","","","","","","","","","","","",,"",,""
"1897-11","1897","11","","","","","","","","","","","","","","","","","","",,"",,""
"1897-12","1897","12","","","","","","","","","","","","","","","","","","",,"",,""
"1898-01","1898","01","","","","","","","","","","","","","","","","","","",,"",,""
"1898-02","1898","02","","","","","","","","","","","","","","","","","","",,"",,""
"1898-03","1898","03","","","","","","","","","","","","","","","","","","",,"",,""
"1898-04","1898","04","","","","","","","","","","","","","","","","","","",,"",,""
"1898-05","1898","05","","","","","","","","","","","","","","","","","","",,"",,""
"1898-06","1898","06","","","","","","","","","","","","","","","","","","",,"",,""
"1898-07","1898","07","","","","","","","","","","","","","","","","","","",,"",,""
"1898-08","1898","08","","","","","","","","","","","","","","","","","","",,"",,""
"1898-09","1898","09","","","","","","","","","","","","","","","","","","",,"",,""
"1898-10","1898","10","","","","","","","","","","","","","","","","","","",,"",,""
"1898-11","1898","11","","","","","","","","","","","","","","","","","","",,"",,""
"1898-12","1898","12","","","","","","","","","","","","","","","","","","",,"",,""
"1899-01","1899","01","","","","","","","","","","","","","","","","","","",,"",,""
"1899-02","1899","02","","","","","","","","","","","","","","","","","","",,"",,""
"1899-03","1899","03","","","","","","","","","","","","","","","","","","",,"",,""
"1899-04","1899","04","","","","","","","","","","","","","","","","","","",,"",,""
"1899-05","1899","05","","","","","","","","","","","","","","","","","","",,"",,""
"1899-06","1899","06","","","","","","","","","","","","","","","","","","",,"",,""
"1899-07","1899","07","","","","","","","","","","","","","","","","","","",,"",,""
"1899-08","1899","08","","","","","","","","","","","","","","","","","","",,"",,""
"1899-09","1899","09","","","","","","","","","","","","","","","","","","",,"",,""
"1899-10","1899","10","","","","","","","","","","","","","","","","","","",,"",,""
"1899-11","1899","11","","","","","","","","","","","","","","","","","","",,"",,""
"1899-12","1899","12","","","","","","","","","","","","","","","","","","",,"",,""
"1900-01","1900","01","","","","","","","","","","","","","","","","","","",,"",,""
"1900-02","1900","02","","","","","","","","","","","","","","","","","","",,"",,""
"1900-03","1900","03","","","","","","","","","","","","","","","","","","",,"",,""
"1900-04","1900","04","","","","","","","","","","","","","","","","","","",,"",,""
"1900-05","1900","05","","","","","","","","","","","","","","","","","","",,"",,""
"1900-06","1900","06","","","","","","","","","","","","","","","","","","",,"",,""
"1900-07","1900","07","","","","","","","","","","","","","","","","","","",,"",,""
"1900-08","1900","08","","","","","","","","","","","","","","","","","","",,"",,""
"1900-09","1900","09","","","","","","","","","","","","","","","","","","",,"",,""
"1900-10","1900","10","","","","","","","","","","","","","","","","","","",,"",,""
"1900-11","1900","11","","","","","","","","","","","","","","","","","","",,"",,""
"1900-12","1900","12","","","","","","","","","","","","","","","","","","",,"",,""
"1901-01","1901","01","","","","","","","","","","","","","","","","","","",,"",,""
"1901-02","1901","02","","","","","","","","","","","","","","","","","","",,"",,""
"1901-03","1901","03","","","","","","","","","","","","","","","","","","",,"",,""
"1901-04","1901","04","","","","","","","","","","","","","","","","","","",,"",,""
"1901-05","1901","05","","","","","","","","","","","","","","","","","","",,"",,""
"1901-06","1901","06","","","","","","","","","","","","","","","","","","",,"",,""
"1901-07","1901","07","","","","","","","","","","","","","","","","","","",,"",,""
"1901-08","1901","08","","","","","","","","","","","","","","","","","","",,"",,""
"1901-09","1901","09","","","","","","","","","","","","","","","","","","",,"",,""
"1901-10","1901","10","","","","","","","","","","","","","","","","","","",,"",,""
"1901-11","1901","11","","","","","","","","","","","","","","","","","","",,"",,""
"1901-12","1901","12","","","","","","","","","","","","","","","","","","",,"",,""
"1902-01","1902","01","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-02","1902","02","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-03","1902","03","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-04","1902","04","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-05","1902","05","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-06","1902","06","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-07","1902","07","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-08","1902","08","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-09","1902","09","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1902-10","1902","10","12.1","","3.5","","7.8","","","M","","M","54.1","","0.0","","54.1","","","",,"",,""
"1902-11","1902","11","9.7","","1.0","","5.4","","16.1","S","-11.1","","36.6","","9.1","","45.7","","","",,"",,""
"1902-12","1902","12","-1.8","","-9.9","","-5.9","","6.1","S","-25.0","","43.4","","58.4","","101.9","","","",,"",,""
"1903-01","1903","01","-2.9","","-9.6","","-6.3","","5.6","","-25.6","","36.1","","61.0","","97.0","","","",,"",,""
"1903-02","1903","02","-1.4","","-8.4","","-4.9","","6.1","","-24.4","","44.5","","43.4","","87.9","","","",,"",,""
"1903-03","1903","03","6.9","","-0.4","","3.3","","20.6","","-10.6","","60.7","","0.0","","60.7","","","",,"",,""
"1903-04","1903","04","11.8","","1.7","","6.8","","23.9","","-8.9","","53.6","","7.6","","61.2","","","",,"",,""
"1903-05","1903","05","21.2","","7.4","","14.3","","30.0","","-3.3","","23.4","","0.0","","23.4","","","",,"",,""
"1903-06","1903","06","21.7","","11.3","","16.5","","29.4","S","6.1","","103.4","","0.0","","103.4","","","",,"",,""
"1903-07","1903","07","25.6","","15.1","","20.4","","33.9","","8.3","","56.4","","0.0","","56.4","","","",,"",,""
"1903-08","1903","08","21.8","","12.3","","17.1","","26.7","","7.8","","98.8","","0.0","","98.8","","","",,"",,""
"1903-09","1903","09","20.9","","10.5","","15.7","","27.8","","2.2","","17.3","","0.0","","17.3","","","",,"",,""
"1903-10","1903","10","13.7","","5.7","","9.7","","21.7","","-6.1","","32.0","","5.8","","37.8","","","",,"",,""
"1903-11","1903","11","4.4","","-2.9","","0.8","","16.1","","-15.6","","32.5","","0.0","","32.5","","","",,"",,""
"1903-12","1903","12","-3.3","","-11.4","","-7.4","","3.9","","-25.6","","20.8","","72.9","","93.7","","","",,"",,""
"1904-01","1904","01","-8.4","","-17.7","","-13.1","","6.1","","-35.0","","0.0","","86.4","","86.4","","","",,"",,""
"1904-02","1904","02","-7.7","","-19.8","","-13.8","","3.3","","-28.3","","61.0","","66.0","","127.0","","","",,"",,""
"1904-03","1904","03","0.3","","-8.7","","-4.2","","7.2","S","-17.8","","99.8","","35.8","","135.6","","","",,"",,""
"1904-04","1904","04","8.0","","-0.3","","3.9","","17.2","","-5.6","S","67.8","","7.6","","75.4","","","",,"",,""
"1904-05","1904","05","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1904-06","1904","06","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1904-07","1904","07","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1904-08","1904","08","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1904-09","1904","09","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1904-10","1904","10","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1904-11","1904","11","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1904-12","1904","12","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1905-01","1905","01","","","","","","","","","","","","","","","","","","",,"",,""
"1905-02","1905","02","","","","","","","","","","","","","","","","","","",,"",,""
"1905-03","1905","03","","","","","","","","","","","","","","","","","","",,"",,""
"1905-04","1905","04","","","","","","","","","","","","","","","","","","",,"",,""
"1905-05","1905","05","","","","","","","","","","","","","","","","","","",,"",,""
"1905-06","1905","06","","","","","","","","","","","","","","","","","","",,"",,""
