"Station Name","BELLEVILLE"
"Province","ONTARIO"
"Latitude","44.15"
"Longitude","-77.39"
"Elevation","76.20"
"Climate Identifier","6150689"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1905-07","1905","07","","","","","","","","","","","","","","","","","","",,"",,""
"1905-08","1905","08","","","","","","","","","","","","","","","","","","",,"",,""
"1905-09","1905","09","","","","","","","","","","","","","","","","","","",,"",,""
"1905-10","1905","10","","","","","","","","","","","","","","","","","","",,"",,""
"1905-11","1905","11","","","","","","","","","","","","","","","","","","",,"",,""
"1905-12","1905","12","","","","","","","","","","","","","","","","","","",,"",,""
"1906-01","1906","01","","","","","","","","","","","","","","","","","","",,"",,""
"1906-02","1906","02","","","","","","","","","","","","","","","","","","",,"",,""
"1906-03","1906","03","","","","","","","","","","","","","","","","","","",,"",,""
"1906-04","1906","04","","","","","","","","","","","","","","","","","","",,"",,""
"1906-05","1906","05","","","","","","","","","","","","","","","","","","",,"",,""
"1906-06","1906","06","","","","","","","","","","","","","","","","","","",,"",,""
"1906-07","1906","07","","","","","","","","","","","","","","","","","","",,"",,""
"1906-08","1906","08","","","","","","","","","","","","","","","","","","",,"",,""
"1906-09","1906","09","","","","","","","","","","","","","","","","","","",,"",,""
"1906-10","1906","10","","","","","","","","","","","","","","","","","","",,"",,""
"1906-11","1906","11","","","","","","","","","","","","","","","","","","",,"",,""
"1906-12","1906","12","","","","","","","","","","","","","","","","","","",,"",,""
"1907-01","1907","01","","","","","","","","","","","","","","","","","","",,"",,""
"1907-02","1907","02","","","","","","","","","","","","","","","","","","",,"",,""
"1907-03","1907","03","","","","","","","","","","","","","","","","","","",,"",,""
"1907-04","1907","04","","","","","","","","","","","","","","","","","","",,"",,""
"1907-05","1907","05","","","","","","","","","","","","","","","","","","",,"",,""
"1907-06","1907","06","","","","","","","","","","","","","","","","","","",,"",,""
"1907-07","1907","07","","","","","","","","","","","","","","","","","","",,"",,""
"1907-08","1907","08","","","","","","","","","","","","","","","","","","",,"",,""
"1907-09","1907","09","","","","","","","","","","","","","","","","","","",,"",,""
"1907-10","1907","10","","","","","","","","","","","","","","","","","","",,"",,""
"1907-11","1907","11","","","","","","","","","","","","","","","","","","",,"",,""
"1907-12","1907","12","","","","","","","","","","","","","","","","","","",,"",,""
"1908-01","1908","01","","","","","","","","","","","","","","","","","","",,"",,""
"1908-02","1908","02","","","","","","","","","","","","","","","","","","",,"",,""
"1908-03","1908","03","","","","","","","","","","","","","","","","","","",,"",,""
"1908-04","1908","04","","","","","","","","","","","","","","","","","","",,"",,""
"1908-05","1908","05","","","","","","","","","","","","","","","","","","",,"",,""
"1908-06","1908","06","","","","","","","","","","","","","","","","","","",,"",,""
"1908-07","1908","07","","","","","","","","","","","","","","","","","","",,"",,""
"1908-08","1908","08","","","","","","","","","","","","","","","","","","",,"",,""
"1908-09","1908","09","","","","","","","","","","","","","","","","","","",,"",,""
"1908-10","1908","10","","","","","","","","","","","","","","","","","","",,"",,""
"1908-11","1908","11","","","","","","","","","","","","","","","","","","",,"",,""
"1908-12","1908","12","","","","","","","","","","","","","","","","","","",,"",,""
"1909-01","1909","01","","","","","","","","","","","","","","","","","","",,"",,""
"1909-02","1909","02","","","","","","","","","","","","","","","","","","",,"",,""
"1909-03","1909","03","","","","","","","","","","","","","","","","","","",,"",,""
"1909-04","1909","04","","","","","","","","","","","","","","","","","","",,"",,""
"1909-05","1909","05","","","","","","","","","","","","","","","","","","",,"",,""
"1909-06","1909","06","","","","","","","","","","","","","","","","","","",,"",,""
"1909-07","1909","07","","","","","","","","","","","","","","","","","","",,"",,""
"1909-08","1909","08","","","","","","","","","","","","","","","","","","",,"",,""
"1909-09","1909","09","","","","","","","","","","","","","","","","","","",,"",,""
"1909-10","1909","10","","","","","","","","","","","","","","","","","","",,"",,""
"1909-11","1909","11","","","","","","","","","","","","","","","","","","",,"",,""
"1909-12","1909","12","","","","","","","","","","","","","","","","","","",,"",,""
"1910-01","1910","01","","","","","","","","","","","","","","","","","","",,"",,""
"1910-02","1910","02","","","","","","","","","","","","","","","","","","",,"",,""
"1910-03","1910","03","","","","","","","","","","","","","","","","","","",,"",,""
"1910-04","1910","04","","","","","","","","","","","","","","","","","","",,"",,""
"1910-05","1910","05","","","","","","","","","","","","","","","","","","",,"",,""
"1910-06","1910","06","","","","","","","","","","","","","","","","","","",,"",,""
"1910-07","1910","07","","","","","","","","","","","","","","","","","","",,"",,""
"1910-08","1910","08","","","","","","","","","","","","","","","","","","",,"",,""
"1910-09","1910","09","","","","","","","","","","","","","","","","","","",,"",,""
"1910-10","1910","10","","","","","","","","","","","","","","","","","","",,"",,""
"1910-11","1910","11","","","","","","","","","","","","","","","","","","",,"",,""
"1910-12","1910","12","","","","","","","","","","","","","","","","","","",,"",,""
"1911-01","1911","01","","","","","","","","","","","","","","","","","","",,"",,""
"1911-02","1911","02","","","","","","","","","","","","","","","","","","",,"",,""
"1911-03","1911","03","","","","","","","","","","","","","","","","","","",,"",,""
"1911-04","1911","04","","","","","","","","","","","","","","","","","","",,"",,""
"1911-05","1911","05","","","","","","","","","","","","","","","","","","",,"",,""
"1911-06","1911","06","","","","","","","","","","","","","","","","","","",,"",,""
"1911-07","1911","07","","","","","","","","","","","","","","","","","","",,"",,""
"1911-08","1911","08","","","","","","","","","","","","","","","","","","",,"",,""
"1911-09","1911","09","","","","","","","","","","","","","","","","","","",,"",,""
"1911-10","1911","10","","","","","","","","","","","","","","","","","","",,"",,""
"1911-11","1911","11","","","","","","","","","","","","","","","","","","",,"",,""
"1911-12","1911","12","","","","","","","","","","","","","","","","","","",,"",,""
"1912-01","1912","01","","","","","","","","","","","","","","","","","","",,"",,""
"1912-02","1912","02","","","","","","","","","","","","","","","","","","",,"",,""
"1912-03","1912","03","","","","","","","","","","","","","","","","","","",,"",,""
"1912-04","1912","04","","","","","","","","","","","","","","","","","","",,"",,""
"1912-05","1912","05","","","","","","","","","","","","","","","","","","",,"",,""
"1912-06","1912","06","","","","","","","","","","","","","","","","","","",,"",,""
"1912-07","1912","07","","","","","","","","","","","","","","","","","","",,"",,""
"1912-08","1912","08","","","","","","","","","","","","","","","","","","",,"",,""
"1912-09","1912","09","","","","","","","","","","","","","","","","","","",,"",,""
"1912-10","1912","10","","","","","","","","","","","","","","","","","","",,"",,""
"1912-11","1912","11","","","","","","","","","","","","","","","","","","",,"",,""
"1912-12","1912","12","","","","","","","","","","","","","","","","","","",,"",,""
"1913-01","1913","01","","","","","","","","","","","","","","","","","","",,"",,""
"1913-02","1913","02","","","","","","","","","","","","","","","","","","",,"",,""
"1913-03","1913","03","","","","","","","","","","","","","","","","","","",,"",,""
"1913-04","1913","04","","","","","","","","","","","","","","","","","","",,"",,""
"1913-05","1913","05","","","","","","","","","","","","","","","","","","",,"",,""
"1913-06","1913","06","","","","","","","","","","","","","","","","","","",,"",,""
"1913-07","1913","07","","","","","","","","","","","","","","","","","","",,"",,""
"1913-08","1913","08","","","","","","","","","","","","","","","","","","",,"",,""
"1913-09","1913","09","","","","","","","","","","","","","","","","","","",,"",,""
"1913-10","1913","10","","","","","","","","","","","","","","","","","","",,"",,""
"1913-11","1913","11","","","","","","","","","","","","","","","","","","",,"",,""
"1913-12","1913","12","","","","","","","","","","","","","","","","","","",,"",,""
"1914-01","1914","01","","","","","","","","","","","","","","","","","","",,"",,""
"1914-02","1914","02","","","","","","","","","","","","","","","","","","",,"",,""
"1914-03","1914","03","","","","","","","","","","","","","","","","","","",,"",,""
"1914-04","1914","04","","","","","","","","","","","","","","","","","","",,"",,""
"1914-05","1914","05","","","","","","","","","","","","","","","","","","",,"",,""
"1914-06","1914","06","","","","","","","","","","","","","","","","","","",,"",,""
"1914-07","1914","07","","","","","","","","","","","","","","","","","","",,"",,""
"1914-08","1914","08","","","","","","","","","","","","","","","","","","",,"",,""
"1914-09","1914","09","","","","","","","","","","","","","","","","","","",,"",,""
"1914-10","1914","10","","","","","","","","","","","","","","","","","","",,"",,""
"1914-11","1914","11","","","","","","","","","","","","","","","","","","",,"",,""
"1914-12","1914","12","","","","","","","","","","","","","","","","","","",,"",,""
"1915-01","1915","01","","","","","","","","","","","","","","","","","","",,"",,""
"1915-02","1915","02","","","","","","","","","","","","","","","","","","",,"",,""
"1915-03","1915","03","","","","","","","","","","","","","","","","","","",,"",,""
"1915-04","1915","04","","","","","","","","","","","","","","","","","","",,"",,""
"1915-05","1915","05","","","","","","","","","","","","","","","","","","",,"",,""
"1915-06","1915","06","","","","","","","","","","","","","","","","","","",,"",,""
"1915-07","1915","07","","","","","","","","","","","","","","","","","","",,"",,""
"1915-08","1915","08","","","","","","","","","","","","","","","","","","",,"",,""
"1915-09","1915","09","","","","","","","","","","","","","","","","","","",,"",,""
"1915-10","1915","10","","","","","","","","","","","","","","","","","","",,"",,""
"1915-11","1915","11","","","","","","","","","","","","","","","","","","",,"",,""
"1915-12","1915","12","","","","","","","","","","","","","","","","","","",,"",,""
"1916-01","1916","01","","","","","","","","","","","","","","","","","","",,"",,""
"1916-02","1916","02","","","","","","","","","","","","","","","","","","",,"",,""
"1916-03","1916","03","","","","","","","","","","","","","","","","","","",,"",,""
"1916-04","1916","04","","","","","","","","","","","","","","","","","","",,"",,""
"1916-05","1916","05","","","","","","","","","","","","","","","","","","",,"",,""
"1916-06","1916","06","","","","","","","","","","","","","","","","","","",,"",,""
"1916-07","1916","07","","","","","","","","","","","","","","","","","","",,"",,""
"1916-08","1916","08","","","","","","","","","","","","","","","","","","",,"",,""
"1916-09","1916","09","","","","","","","","","","","","","","","","","","",,"",,""
"1916-10","1916","10","","","","","","","","","","","","","","","","","","",,"",,""
"1916-11","1916","11","","","","","","","","","","","","","","","","","","",,"",,""
"1916-12","1916","12","","","","","","","","","","","","","","","","","","",,"",,""
"1917-01","1917","01","","","","","","","","","","","","","","","","","","",,"",,""
"1917-02","1917","02","","","","","","","","","","","","","","","","","","",,"",,""
"1917-03","1917","03","","","","","","","","","","","","","","","","","","",,"",,""
"1917-04","1917","04","","","","","","","","","","","","","","","","","","",,"",,""
"1917-05","1917","05","","","","","","","","","","","","","","","","","","",,"",,""
"1917-06","1917","06","","","","","","","","","","","","","","","","","","",,"",,""
"1917-07","1917","07","","","","","","","","","","","","","","","","","","",,"",,""
"1917-08","1917","08","","","","","","","","","","","","","","","","","","",,"",,""
"1917-09","1917","09","","","","","","","","","","","","","","","","","","",,"",,""
"1917-10","1917","10","","","","","","","","","","","","","","","","","","",,"",,""
"1917-11","1917","11","","","","","","","","","","","","","","","","","","",,"",,""
"1917-12","1917","12","","","","","","","","","","","","","","","","","","",,"",,""
"1918-01","1918","01","","","","","","","","","","","","","","","","","","",,"",,""
"1918-02","1918","02","","","","","","","","","","","","","","","","","","",,"",,""
"1918-03","1918","03","","","","","","","","","","","","","","","","","","",,"",,""
"1918-04","1918","04","","","","","","","","","","","","","","","","","","",,"",,""
"1918-05","1918","05","","","","","","","","","","","","","","","","","","",,"",,""
"1918-06","1918","06","","","","","","","","","","","","","","","","","","",,"",,""
"1918-07","1918","07","","","","","","","","","","","","","","","","","","",,"",,""
"1918-08","1918","08","","","","","","","","","","","","","","","","","","",,"",,""
"1918-09","1918","09","","","","","","","","","","","","","","","","","","",,"",,""
"1918-10","1918","10","","","","","","","","","","","","","","","","","","",,"",,""
"1918-11","1918","11","","","","","","","","","","","","","","","","","","",,"",,""
"1918-12","1918","12","","","","","","","","","","","","","","","","","","",,"",,""
"1919-01","1919","01","","","","","","","","","","","","","","","","","","",,"",,""
"1919-02","1919","02","","","","","","","","","","","","","","","","","","",,"",,""
"1919-03","1919","03","","","","","","","","","","","","","","","","","","",,"",,""
"1919-04","1919","04","","","","","","","","","","","","","","","","","","",,"",,""
"1919-05","1919","05","","","","","","","","","","","","","","","","","","",,"",,""
"1919-06","1919","06","","","","","","","","","","","","","","","","","","",,"",,""
"1919-07","1919","07","","","","","","","","","","","","","","","","","","",,"",,""
"1919-08","1919","08","","","","","","","","","","","","","","","","","","",,"",,""
"1919-09","1919","09","","","","","","","","","","","","","","","","","","",,"",,""
"1919-10","1919","10","","","","","","","","","","","","","","","","","","",,"",,""
"1919-11","1919","11","","","","","","","","","","","","","","","","","","",,"",,""
"1919-12","1919","12","","","","","","","","","","","","","","","","","","",,"",,""
"1920-01","1920","01","","","","","","","","","","","","","","","","","","",,"",,""
"1920-02","1920","02","","","","","","","","","","","","","","","","","","",,"",,""
"1920-03","1920","03","","","","","","","","","","","","","","","","","","",,"",,""
"1920-04","1920","04","","","","","","","","","","","","","","","","","","",,"",,""
"1920-05","1920","05","","","","","","","","","","","","","","","","","","",,"",,""
"1920-06","1920","06","","","","","","","","","","","","","","","","","","",,"",,""
"1920-07","1920","07","","","","","","","","","","","","","","","","","","",,"",,""
"1920-08","1920","08","","","","","","","","","","","","","","","","","","",,"",,""
"1920-09","1920","09","","","","","","","","","","","","","","","","","","",,"",,""
"1920-10","1920","10","","","","","","","","","","","","","","","","","","",,"",,""
"1920-11","1920","11","","","","","","","","","","","","","","","","","","",,"",,""
"1920-12","1920","12","","","","","","","","","","","","","","","","","","",,"",,""
"1921-01","1921","01","0.3","","-9.2","","-4.5","","7.2","","-27.2","","17.3","","10.2","","27.4","","","",,"",,""
"1921-02","1921","02","-0.5","","-8.9","","-4.7","","7.8","","-15.6","","12.7","","21.8","","34.5","","","",,"",,""
"1921-03","1921","03","6.9","","-2.1","","2.4","","20.0","","-14.4","","112.0","","3.0","","115.1","","","",,"",,""
"1921-04","1921","04","14.3","","3.3","","8.8","","23.9","","-5.6","","38.9","","0.0","","38.9","","","",,"",,""
"1921-05","1921","05","19.7","","8.8","","14.3","","28.3","S","-1.1","","82.0","","0.0","","82.0","","","",,"",,""
"1921-06","1921","06","25.6","","13.4","","19.5","","31.7","","5.6","","85.1","","0.0","","85.1","","","",,"",,""
"1921-07","1921","07","30.7","","19.9","","25.3","","36.1","","13.9","","142.5","","0.0","","142.5","","","",,"",,""
"1921-08","1921","08","24.8","","14.2","","19.5","","30.6","","4.4","","49.8","","0.0","","49.8","","","",,"",,""
"1921-09","1921","09","24.6","","12.7","","18.7","","31.7","","4.4","","60.5","","0.0","","60.5","","","",,"",,""
"1921-10","1921","10","13.9","","4.2","","9.1","","22.8","","-2.2","","82.6","","0.0","","82.6","","","",,"",,""
"1921-11","1921","11","4.6","","-3.3","","0.7","","16.1","","-10.6","","16.0","","24.1","","40.1","","","",,"",,""
"1921-12","1921","12","0.4","","-10.3","","-5.0","","11.7","","-22.8","S","32.3","","18.8","","51.1","","","",,"",,""
"1922-01","1922","01","-3.1","","-13.9","","-8.5","","6.7","","-23.9","","7.9","","20.8","","28.7","","","",,"",,""
"1922-02","1922","02","-0.6","","-10.8","","-5.7","","6.7","S","-24.4","","35.8","","18.3","","54.1","","","",,"",,""
"1922-03","1922","03","3.5","","-5.4","","-1.0","","12.8","","-17.2","","35.3","","13.5","","48.8","","","",,"",,""
"1922-04","1922","04","10.7","","1.5","","6.1","","20.6","","-5.6","","76.5","","0.0","T","76.5","","","",,"",,""
"1922-05","1922","05","20.3","","9.5","","14.9","","25.6","","1.1","","66.0","","0.0","","66.0","","","",,"",,""
"1922-06","1922","06","23.6","","13.7","","18.7","","29.4","","5.0","","61.7","","0.0","","61.7","","","",,"",,""
"1922-07","1922","07","25.8","","15.2","","20.5","","29.4","","9.4","","55.9","","0.0","","55.9","","","",,"",,""
"1922-08","1922","08","25.0","","13.8","","19.4","","30.6","","7.2","","69.3","","0.0","","69.3","","","",,"",,""
"1922-09","1922","09","22.2","","10.6","","16.4","","30.6","","-1.1","","70.1","","0.0","","70.1","","","",,"",,""
"1922-10","1922","10","14.1","","2.7","","8.4","","25.6","S","-8.3","","41.7","","0.0","","41.7","","","",,"",,""
"1922-11","1922","11","7.4","","-0.2","","3.6","","13.9","","-9.4","","13.5","","1.3","","14.7","","","",,"",,""
"1922-12","1922","12","-0.1","","-9.4","","-4.8","","11.7","","-22.2","","21.8","","18.8","","40.6","","","",,"",,""
"1923-01","1923","01","-4.4","","-15.4","","-9.9","","6.1","","-28.3","","20.3","","60.5","","80.8","","","",,"",,""
"1923-02","1923","02","-4.7","","-16.3","","-10.5","","3.9","","-30.0","","0.0","","26.2","","26.2","","","",,"",,""
"1923-03","1923","03","0.7","","-11.8","","-5.6","","11.7","","-25.6","","35.1","","68.6","","103.6","","","",,"",,""
"1923-04","1923","04","9.4","","-0.8","","4.3","","25.0","","-17.2","","45.7","","2.5","","48.3","","","",,"",,""
"1923-05","1923","05","","M","4.2","","","M","","M","-1.7","","85.3","","0.0","","85.3","","","",,"",,""
"1923-06","1923","06","24.2","","12.1","","18.2","","31.1","","2.2","","90.9","","0.0","","90.9","","","",,"",,""
"1923-07","1923","07","26.1","","13.3","","19.7","","31.7","","8.3","S","9.7","","0.0","","9.7","","","",,"",,""
"1923-08","1923","08","24.8","","12.2","","18.5","","31.7","","6.1","S","37.1","","0.0","","37.1","","","",,"",,""
"1923-09","1923","09","21.3","","9.8","","15.6","","27.2","","1.7","","81.0","","0.0","","81.0","","","",,"",,""
"1923-10","1923","10","14.1","","2.6","","8.4","","22.8","","-5.6","","52.1","","0.0","T","52.1","","","",,"",,""
"1923-11","1923","11","6.4","","-1.0","","2.7","","12.8","","-9.4","","56.4","","10.9","","67.3","","","",,"",,""
"1923-12","1923","12","","M","","M","","M","","M","","M","","M","","M","","M","","",,"",,""
"1924-01","1924","01","-1.4","","-12.1","","-6.8","","7.8","","-26.1","","82.8","","55.9","","138.7","","","",,"",,""
"1924-02","1924","02","-5.1","","-17.0","","-11.1","","2.8","","-23.9","S","0.0","","40.6","","40.6","","","",,"",,""
"1924-03","1924","03","3.7","","-5.4","","-0.9","","19.4","","-19.4","","9.9","","1.5","","11.4","","","",,"",,""
"1924-04","1924","04","11.1","","0.2","","5.7","","19.4","","-5.0","","65.5","","7.6","","73.2","","","",,"",,""
"1924-05","1924","05","14.7","","5.1","","9.9","","20.0","","-1.7","","82.3","","0.0","","82.3","","","",,"",,""
"1924-06","1924","06","23.9","","11.1","","17.5","","27.8","","2.8","S","41.9","","0.0","","41.9","","","",,"",,""
"1924-07","1924","07","26.2","","13.6","","19.9","","31.1","S","7.2","","115.6","","0.0","","115.6","","","",,"",,""
"1924-08","1924","08","25.7","","13.2","","19.5","","30.0","S","7.2","","53.1","","0.0","","53.1","","","",,"",,""
"1924-09","1924","09","19.3","","9.1","","14.2","","27.8","","2.2","","116.6","","0.0","","116.6","","","",,"",,""
"1924-10","1924","10","15.9","","3.3","","9.6","","23.9","","-1.7","","8.1","","0.0","","8.1","","","",,"",,""
"1924-11","1924","11","7.1","","-1.4","","2.9","","18.3","","-13.9","","19.3","","1.5","","20.8","","","",,"",,""
"1924-12","1924","12","-2.4","","-11.2","","-6.8","","11.1","","-23.9","","33.5","","48.3","","81.8","","","",,"",,""
"1925-01","1925","01","-4.9","","-16.5","","-10.7","","2.2","S","-33.9","","0.0","","59.9","","59.9","","","",,"",,""
"1925-02","1925","02","0.9","","-9.4","","-4.3","","8.9","","-27.2","","79.5","","20.3","","99.8","","","",,"",,""
"1925-03","1925","03","5.3","","-3.8","","0.8","","17.2","","-19.4","","63.2","","19.1","","82.3","","","",,"",,""
"1925-04","1925","04","13.5","","0.9","","7.2","","25.0","","-11.1","","28.7","","3.0","","31.8","","","",,"",,""
"1925-05","1925","05","16.1","","4.1","","10.1","","23.3","","-2.2","","32.0","","0.0","","32.0","","","",,"",,""
"1925-06","1925","06","25.2","","12.9","","19.1","","33.3","","6.7","S","92.7","","0.0","","92.7","","","",,"",,""
"1925-07","1925","07","25.4","","13.4","","19.4","","31.1","","7.2","","96.3","","0.0","","96.3","","","",,"",,""
"1925-08","1925","08","26.8","","14.0","","20.4","","32.8","","5.0","","21.1","","0.0","","21.1","","","",,"",,""
"1925-09","1925","09","21.2","","10.7","","16.0","","28.3","","-0.6","","120.7","","0.0","","120.7","","","",,"",,""
"1925-10","1925","10","10.1","","0.6","","5.4","","20.6","","-5.6","S","74.7","","0.0","T","74.7","","","",,"",,""
"1925-11","1925","11","6.0","","-1.7","","2.2","","12.8","","-13.3","","67.1","","1.3","","68.3","","","",,"",,""
"1925-12","1925","12","-1.1","","-8.4","","-4.8","","6.7","","-27.8","","40.4","","8.9","","49.3","","","",,"",,""
"1926-01","1926","01","-1.1","","-11.3","","-6.2","","6.1","S","-26.7","","26.2","","19.8","","46.0","","","",,"",,""
"1926-02","1926","02","-2.5","","-14.1","","-8.3","","3.9","","-27.2","","37.8","","26.7","","64.5","","","",,"",,""
"1926-03","1926","03","-0.3","","-9.3","","-4.8","","8.3","","-23.3","","43.4","","25.4","","68.8","","","",,"",,""
"1926-04","1926","04","6.9","","-2.3","","2.3","","21.1","","-10.0","","55.9","","16.5","","72.4","","","",,"",,""
"1926-05","1926","05","18.3","","4.4","","11.4","","24.4","","-2.2","","19.6","","0.0","","19.6","","","",,"",,""
"1926-06","1926","06","21.5","","9.6","","15.6","","26.7","","3.3","","51.1","","0.0","","51.1","","","",,"",,""
"1926-07","1926","07","26.4","","14.4","","20.4","","32.2","","7.2","","68.6","","0.0","","68.6","","","",,"",,""
"1926-08","1926","08","25.8","","15.2","","20.5","","31.1","","7.2","","97.3","","0.0","","97.3","","","",,"",,""
"1926-09","1926","09","19.4","","9.7","","14.6","","24.4","","1.7","S","92.5","","0.0","","92.5","","","",,"",,""
"1926-10","1926","10","12.5","","3.2","","7.9","","25.6","","-2.2","S","108.0","","0.0","T","108.0","","","",,"",,""
"1926-11","1926","11","6.7","","-1.6","","2.6","","16.7","","-9.4","","105.9","","0.0","","105.9","","","",,"",,""
"1926-12","1926","12","-1.7","","-11.4","","-6.6","","5.0","S","-25.6","","7.1","","45.7","","52.8","","","",,"",,""
"1927-01","1927","01","-2.7","","-13.9","","-8.3","","6.1","","-26.7","","21.3","","33.0","","54.4","","","",,"",,""
"1927-02","1927","02","-0.4","","-8.9","","-4.7","","6.7","","-17.8","","23.4","","53.3","","76.7","","","",,"",,""
"1927-03","1927","03","5.7","","-3.3","","1.2","","15.6","","-14.4","","29.7","","0.0","T","29.7","","","",,"",,""
"1927-04","1927","04","11.5","","0.3","","5.9","","23.9","","-6.1","","24.6","","0.0","T","24.6","","","",,"",,""
"1927-05","1927","05","17.2","","6.9","","12.1","","26.1","","0.0","","75.4","","0.0","","75.4","","","",,"",,""
"1927-06","1927","06","22.4","","10.6","","16.5","","32.8","","3.9","","52.6","","0.0","","52.6","","","",,"",,""
"1927-07","1927","07","26.4","","15.4","","20.9","","32.8","","7.2","","94.7","","0.0","","94.7","","","",,"",,""
"1927-08","1927","08","24.3","","12.3","","18.3","","30.0","","8.3","","67.6","","0.0","","67.6","","","",,"",,""
"1927-09","1927","09","22.1","","11.1","","16.6","","27.8","","3.3","","28.2","","0.0","","28.2","","","",,"",,""
"1927-10","1927","10","16.2","","5.9","","11.1","","25.0","","-3.9","","66.5","","0.0","","66.5","","","",,"",,""
"1927-11","1927","11","8.2","","0.1","","4.2","","19.4","","-8.9","","109.7","","1.3","","111.0","","","",,"",,""
"1927-12","1927","12","0.5","","-7.2","","-3.4","","9.4","","-19.4","S","80.3","","11.4","","91.7","","","",,"",,""
"1928-01","1928","01","-1.4","","-9.9","","-5.7","","5.0","S","-21.7","","40.1","","11.4","","51.6","","","",,"",,""
"1928-02","1928","02","-1.0","","-11.9","","-6.5","","4.4","","-22.2","","48.3","","32.5","","80.8","","","",,"",,""
"1928-03","1928","03","3.4","","-6.2","","-1.4","","16.1","","-16.1","","45.0","","32.5","","77.5","","","",,"",,""
"1928-04","1928","04","9.4","","-0.8","","4.3","","23.3","","-6.1","S","74.4","","0.0","","74.4","","","",,"",,""
"1928-05","1928","05","18.4","","5.8","","12.1","","24.4","S","-1.7","","53.8","","0.0","","53.8","","","",,"",,""
"1928-06","1928","06","21.7","","11.6","","16.7","","28.3","","3.9","","65.0","","0.0","","65.0","","","",,"",,""
"1928-07","1928","07","26.7","","15.6","","21.2","","31.1","","10.6","S","85.1","","0.0","","85.1","","","",,"",,""
"1928-08","1928","08","27.2","","15.8","","21.5","","32.8","","10.0","","102.1","","0.0","","102.1","","","",,"",,""
"1928-09","1928","09","19.1","","9.1","","14.1","","25.6","","1.7","S","48.5","","0.0","","48.5","","","",,"",,""
"1928-10","1928","10","14.8","","5.1","","10.0","","22.8","S","-8.3","","81.5","","0.0","","81.5","","","",,"",,""
"1928-11","1928","11","7.3","","-0.3","","3.5","","15.6","","-11.1","","71.4","","0.0","T","71.4","","","",,"",,""
"1928-12","1928","12","2.2","","-4.6","","-1.2","","8.3","","-16.7","","22.4","","4.1","","26.4","","","",,"",,""
"1929-01","1929","01","-2.2","","-12.4","","-7.3","","7.2","","-27.2","","115.1","","35.6","","150.6","","","",,"",,""
"1929-02","1929","02","-2.9","","-13.2","","-8.1","","5.0","","-26.7","","0.0","","40.6","","40.6","","","",,"",,""
"1929-03","1929","03","6.1","","-3.0","","1.6","","13.3","","-21.7","","72.9","","7.6","","80.5","","","",,"",,""
"1929-04","1929","04","12.0","","2.0","","7.0","","21.1","","-9.4","","90.9","","0.0","","90.9","","","",,"",,""
"1929-05","1929","05","17.6","","5.5","","11.6","","29.4","","-0.6","","60.2","","0.0","","60.2","","","",,"",,""
"1929-06","1929","06","24.1","","11.6","","17.9","","31.7","","2.8","","55.9","","0.0","","55.9","","","",,"",,""
"1929-07","1929","07","26.6","","13.7","","20.2","","32.2","","6.1","","63.2","","0.0","","63.2","","","",,"",,""
"1929-08","1929","08","24.7","","12.6","","18.7","","30.6","","6.1","","30.0","","0.0","","30.0","","","",,"",,""
"1929-09","1929","09","22.9","","11.7","","17.3","","32.8","","0.0","","22.6","","0.0","","22.6","","","",,"",,""
"1929-10","1929","10","13.2","","3.7","","8.5","","20.6","S","-5.6","","60.5","","0.0","","60.5","","","",,"",,""
"1929-11","1929","11","6.3","","-0.9","","2.7","","16.1","S","-16.7","","51.6","","0.0","T","51.6","","","",,"",,""
"1929-12","1929","12","-2.7","","-9.8","","-6.3","","3.9","","-21.7","","12.2","","52.1","","64.3","","","",,"",,""
"1930-01","1930","01","-1.8","","-11.1","","-6.5","","8.3","","-27.8","","","","","","","","","",,"",,""
"1930-02","1930","02","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-03","1930","03","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-04","1930","04","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-05","1930","05","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-06","1930","06","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-07","1930","07","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-08","1930","08","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-09","1930","09","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-10","1930","10","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
"1930-11","1930","11","","M","","M","","M","","M","","M","","","","","","","","",,"",,""
